Sex_Code_Text,Ethnic_Code_Text,LegalStatus,CustodyStatus,MaritalStatus,ScoreText,age,priors_count
Male,African-American,Pretrial,Jail Inmate,Married,Low,28.0,4.0
Male,Caucasian,Post Sentence,Probation,Married,Medium,32.0,8.0
Female,Asian,Pretrial,Jail Inmate,Single,Low,47.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,26.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,26.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,25.0,7.0
Female,Caucasian,Post Sentence,Probation,Divorced,Low,28.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Married,Low,43.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,24.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,24.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,24.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,40.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,40.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,40.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,40.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,24.0,1.0
Male,Native American,Post Sentence,Probation,Single,High,38.0,25.0
Male,Native American,Post Sentence,Probation,Single,High,38.0,25.0
Male,Native American,Post Sentence,Probation,Single,High,38.0,25.0
Male,Native American,Post Sentence,Probation,Single,High,38.0,25.0
Male,African-American,Pretrial,Jail Inmate,Single,High,24.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,High,24.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,High,24.0,7.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,27.0,2.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,43.0,4.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,43.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,27.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,53.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,27.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Married,Low,28.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,43.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,61.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,30.0,4.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Medium,35.0,29.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Medium,35.0,29.0
Male,Other,Pretrial,Jail Inmate,Single,Low,49.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,28.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,77.0,0.0
Female,Caucasian,Pretrial,Jail Inmate,Married,Low,37.0,0.0
Male,Other,Pretrial,Jail Inmate,Married,Low,46.0,0.0
Male,Other,Pretrial,Jail Inmate,Married,Low,46.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Medium,32.0,2.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Medium,32.0,2.0
Male,African-Am,Pretrial,Jail Inmate,Single,High,36.0,18.0
Male,African-Am,Pretrial,Jail Inmate,Single,High,36.0,18.0
Male,Hispanic,Pretrial,Jail Inmate,Single,High,21.0,4.0
Male,Hispanic,Pretrial,Jail Inmate,Single,High,21.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,26.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,26.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,8.0
Female,African-American,Pretrial,Jail Inmate,Divorced,Low,56.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Low,43.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,30.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,High,30.0,7.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,41.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,41.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,41.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,26.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,45.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Significant Other,Low,49.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,25.0,1.0
Male,African-American,Pretrial,Jail Inmate,Married,High,50.0,18.0
Male,African-American,Pretrial,Jail Inmate,Married,High,50.0,18.0
Male,African-American,Pretrial,Jail Inmate,Married,High,50.0,18.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Low,28.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,3.0
Male,African-American,Other,Probation,Single,Medium,27.0,7.0
Male,African-American,Other,Probation,Single,Medium,27.0,7.0
Male,African-American,Other,Probation,Single,Medium,27.0,7.0
Male,African-American,Other,Probation,Single,Medium,27.0,7.0
Male,African-American,Other,Probation,Single,Medium,27.0,7.0
Male,African-American,Other,Probation,Single,Medium,27.0,7.0
Male,African-American,Pretrial,Jail Inmate,Single,High,23.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,48.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,48.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,49.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,29.0,1.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,29.0,1.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,29.0,1.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,29.0,1.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,29.0,1.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,29.0,1.0
Male,African-American,Post Sentence,Probation,Separated,Low,35.0,8.0
Male,African-American,Post Sentence,Probation,Separated,Low,35.0,8.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,33.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,43.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,39.0,1.0
Female,African-American,Pretrial,Jail Inmate,Married,Low,45.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,22.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,33.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,33.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,33.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,30.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,21.0,0.0
Male,Other,Pretrial,Jail Inmate,Single,Low,38.0,1.0
Female,Hispanic,Pretrial,Pretrial Defendant,Single,Low,40.0,2.0
Male,Caucasian,Other,Probation,Married,Low,56.0,1.0
Male,Other,Pretrial,Pretrial Defendant,Single,Low,20.0,0.0
Male,Other,Pretrial,Pretrial Defendant,Single,Low,20.0,0.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,24.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,4.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,Low,51.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,33.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,33.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,33.0,4.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,34.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,27.0,13.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,27.0,13.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,31.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Married,Low,44.0,8.0
Male,African-American,Pretrial,Pretrial Defendant,Married,Low,32.0,9.0
Female,Caucasian,Pretrial,Jail Inmate,Widowed,Low,50.0,0.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,Low,52.0,6.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,Low,52.0,6.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,Low,21.0,3.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,Low,21.0,3.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,Low,21.0,3.0
Male,African-American,Pretrial,Jail Inmate,Significant Other,Low,21.0,3.0
Male,Other,Pretrial,Jail Inmate,Single,Low,40.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,26.0,1.0
Male,Hispanic,Other,Probation,Divorced,Low,55.0,1.0
Male,Hispanic,Other,Probation,Divorced,Low,47.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,44.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Divorced,Low,69.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Divorced,Low,69.0,0.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,24.0,1.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,31.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,20.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,51.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,51.0,4.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,41.0,4.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,41.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,23.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,41.0,4.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,41.0,4.0
Female,African-American,Pretrial,Jail Inmate,Married,Low,45.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,29.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,22.0,0.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Low,26.0,1.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Low,26.0,1.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Low,26.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,28.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,28.0,1.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,65.0,6.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,65.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,48.0,10.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,36.0,6.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,36.0,6.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,36.0,6.0
Male,Hispanic,Pretrial,Pretrial Defendant,Divorced,Low,56.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,22.0,3.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,28.0,1.0
Male,African-American,Other,Probation,Single,High,21.0,1.0
Male,African-American,Other,Probation,Single,High,21.0,1.0
Male,African-American,Other,Probation,Single,High,21.0,1.0
Male,African-American,Other,Probation,Single,High,21.0,1.0
Male,Hispanic,Pretrial,Jail Inmate,Married,Low,37.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,11.0
Male,African-American,Pretrial,Jail Inmate,Single,High,25.0,11.0
Female,Caucasian,Pretrial,Pretrial Defendant,Divorced,Low,48.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,41.0,4.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,41.0,4.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,24.0,2.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,24.0,2.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,24.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,28.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,28.0,1.0
Female,Caucasian,Pretrial,Pretrial Defendant,Married,Low,45.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,24.0,1.0
Male,African-American,Pretrial,Pretrial Defendant,Married,Low,45.0,16.0
Male,African-American,Pretrial,Pretrial Defendant,Married,Low,48.0,2.0
Male,African-American,Pretrial,Pretrial Defendant,Married,Low,48.0,2.0
Male,African-American,Pretrial,Pretrial Defendant,Married,Low,48.0,2.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,50.0,3.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,25.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,32.0,1.0
Male,African-American,Pretrial,Pretrial Defendant,Married,Low,35.0,7.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,58.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,56.0,0.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,20.0,1.0
Male,Other,Pretrial,Jail Inmate,Single,Medium,24.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,41.0,6.0
Male,Caucasian,Post Sentence,Probation,Single,High,34.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,30.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,20.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,41.0,6.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,Low,49.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,23.0,0.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,77.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,55.0,12.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,23.0,4.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,23.0,4.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,23.0,4.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,23.0,4.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,Low,24.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,58.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,34.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,51.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,57.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,50.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,50.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,53.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,23.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,42.0,8.0
Male,Other,Pretrial,Jail Inmate,Married,Low,69.0,0.0
Female,Caucasian,Post Sentence,Probation,Married,Low,62.0,1.0
Male,Caucasian,Post Sentence,Probation,Single,Low,49.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,58.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Significant Other,Low,35.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,33.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,36.0,5.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,36.0,5.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,36.0,5.0
Male,Other,Pretrial,Jail Inmate,Single,Medium,20.0,0.0
Male,African-American,Pretrial,Jail Inmate,Divorced,High,62.0,15.0
Female,Caucasian,Pretrial,Jail Inmate,Single,Low,62.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,63.0,10.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,63.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,31.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,64.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,61.0,10.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,61.0,10.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Medium,61.0,10.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,27.0,1.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,27.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,31.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,26.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,26.0,2.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,25.0,0.0
Male,Arabic,Pretrial,Pretrial Defendant,Single,Low,76.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,35.0,7.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,37.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,38.0,16.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,38.0,16.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,38.0,16.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,49.0,4.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,25.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,28.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,High,29.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,High,29.0,5.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,55.0,0.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,55.0,0.0
Male,African-American,Post Sentence,Probation,Single,High,22.0,1.0
Male,African-American,Post Sentence,Probation,Single,High,22.0,1.0
Male,African-American,Post Sentence,Probation,Single,High,22.0,1.0
Male,African-American,Post Sentence,Probation,Single,High,22.0,1.0
Male,African-American,Post Sentence,Probation,Single,High,22.0,1.0
Male,African-American,Post Sentence,Probation,Single,High,22.0,1.0
Male,African-American,Post Sentence,Probation,Single,High,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,41.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,28.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,23.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,23.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,23.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,23.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Significant Other,Low,28.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Separated,Low,46.0,5.0
Male,Caucasian,Pretrial,Jail Inmate,Separated,Low,46.0,5.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,26.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,26.0,2.0
Male,Other,Pretrial,Jail Inmate,Married,Low,37.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,45.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,25.0,4.0
Male,Caucasian,Pretrial,Jail Inmate,Married,High,44.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,57.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,35.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,35.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,33.0,16.0
Male,Hispanic,Pretrial,Jail Inmate,Married,Low,45.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,33.0,5.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,29.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,62.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,51.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,27.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,26.0,0.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Low,25.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Low,54.0,7.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,20.0,1.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,20.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,26.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,22.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,22.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,22.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,22.0,3.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Medium,20.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,34.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,6.0
Male,African-American,Pretrial,Jail Inmate,Single,High,26.0,6.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Low,27.0,3.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Low,27.0,3.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Low,27.0,3.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Low,26.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,47.0,6.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Medium,54.0,3.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Low,38.0,2.0
Female,Caucasian,Pretrial,Pretrial Defendant,Married,Low,65.0,1.0
Male,African-American,Pretrial,Pretrial Defendant,Significant Other,Low,22.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,High,23.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,44.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,47.0,6.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Low,38.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Divorced,Low,38.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Low,33.0,3.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,43.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,43.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,43.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,22.0,0.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,20.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,20.0,3.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,20.0,3.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Low,51.0,4.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,24.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,High,21.0,3.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,39.0,4.0
Male,Hispanic,Pretrial,Pretrial Defendant,Married,Low,47.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Medium,26.0,1.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Medium,24.0,0.0
Male,African-American,Pretrial,Jail Inmate,Married,Low,64.0,0.0
Male,Hispanic,Pretrial,Pretrial Defendant,Married,Low,53.0,0.0
Male,Hispanic,Pretrial,Pretrial Defendant,Married,Low,36.0,0.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,Low,24.0,2.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Low,26.0,4.0
Male,African-American,Pretrial,Jail Inmate,Single,High,36.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,High,36.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,High,36.0,12.0
Male,African-American,Pretrial,Jail Inmate,Single,High,36.0,12.0
Male,African-American,Post Sentence,Probation,Single,Medium,20.0,2.0
Male,African-American,Pretrial,Jail Inmate,Unknown,Low,53.0,1.0
Male,African-American,Pretrial,Jail Inmate,Unknown,Low,53.0,1.0
Male,Caucasian,Pretrial,Pretrial Defendant,Married,Low,59.0,0.0
Female,African-American,Pretrial,Jail Inmate,Single,Medium,22.0,0.0
Male,African-American,Conditional Release,Pretrial Defendant,Single,High,43.0,8.0
Male,African-American,Conditional Release,Pretrial Defendant,Single,High,43.0,8.0
Male,African-American,Conditional Release,Pretrial Defendant,Single,High,43.0,8.0
Male,Caucasian,Pretrial,Jail Inmate,Single,Low,47.0,1.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Medium,59.0,17.0
Male,African-American,Pretrial,Pretrial Defendant,Single,Medium,59.0,17.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,33.0,2.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,33.0,2.0
Male,Hispanic,Pretrial,Jail Inmate,Single,Low,25.0,0.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,43.0,10.0
Male,African-American,Pretrial,Pretrial Defendant,Single,High,43.0,10.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,46.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,46.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,24.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,24.0,1.0
Male,Caucasian,Pretrial,Jail Inmate,Married,Low,68.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,31.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,31.0,2.0
Female,African-American,Pretrial,Jail Inmate,Single,Low,31.0,2.0
Male,Caucasian,Pretrial,Pretrial Defendant,Married,Low,42.0,2.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,31.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,31.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,31.0,9.0
Male,Caucasian,Pretrial,Jail Inmate,Single,High,31.0,9.0
Female,Caucasian,Pretrial,Jail Inmate,Divorced,Low,59.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Married,Low,30.0,1.0
Male,Caucasian,Pretrial,Pretrial Defendant,Married,Low,30.0,1.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,23.0,0.0
Male,Caucasian,Pretrial,Pretrial Defendant,Single,Low,23.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,High,44.0,14.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Low,21.0,4.0
Female,African-American,Pretrial,Pretrial Defendant,Single,Low,21.0,4.0
Male,African-American,Pretrial,Pretrial Defendant,Married,Low,37.0,1.0
Female,Caucasian,Pretrial,Pretrial Defendant,Single,Medium,35.0,1.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,41.0,0.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,43.0,8.0
Male,African-American,Pretrial,Jail Inmate,Single,Low,43.0,8.0
